0,1,2,3,4,5,6,target
14676.0,481.631012,202.4020691,92.94723511,0.888322175,14936.0,0.650531888,0.0
11569.0,433.0130005,183.7203064,80.48042297,0.898945987,11734.0,0.610372484,
12748.0,461.8880005,190.7079926,86.64506531,0.89083159,13158.0,0.786331117,0.0
15071.0,494.1350098,200.5948334,97.39328766,0.874224246,15575.0,0.689212084,
12340.0,466.7430115,196.6935425,80.84041595,0.91163677,12774.0,0.744494736,
10949.0,417.4060059,168.0764465,84.67337036,0.863832653,11280.0,0.619637787,
13012.0,466.118988,196.2271118,85.11974335,0.901017964,13242.0,0.581932008,0.0
12106.0,448.5,186.505127,83.69871521,0.893645108,12389.0,0.651385546,0.0
11490.0,424.5620117,172.4064636,85.88819885,0.867077827,11733.0,0.614274263,
13605.0,466.9370117,191.5222321,91.73204803,0.877835155,13919.0,0.612010777,0.0
15830.0,520.7819824,215.1391754,95.17147064,0.89683181,16326.0,0.61051333,0.0
16471.0,523.9890137,219.8691254,96.81116486,0.897844493,16844.0,0.733021796,
13913.0,474.4519958,199.1174316,89.71703339,0.892739356,14164.0,0.673101127,0.0
10469.0,423.7850037,177.0367737,76.73817444,0.901173294,10859.0,0.570207,0.0
10780.0,407.1579895,163.3930206,85.59427643,0.851807356,11096.0,0.673749983,
11166.0,414.8900146,165.7387848,87.03055573,0.85103637,11478.0,0.670953035,0.0
11191.0,426.1380005,177.4965973,81.30754852,0.888911247,11456.0,0.643160939,0.0
12293.0,445.6870117,181.8791656,87.02767944,0.878092051,12524.0,0.776367307,
14693.0,484.5629883,199.6199951,94.80760956,0.880017936,15034.0,0.609162509,
12244.0,442.1900024,179.9014587,87.8075943,0.872794867,12568.0,0.63269949,0.0
12312.0,447.7170105,178.9607391,88.51752472,0.869109452,12593.0,0.618320584,0.0
13875.0,490.8380127,207.1322327,87.32526398,0.906785667,14243.0,0.575630605,
14551.0,502.1119995,208.1924438,90.84801483,0.899769425,14962.0,0.558022678,0.0
13279.0,483.6579895,201.3382263,85.47550201,0.905410647,13691.0,0.576345503,0.0
13982.0,495.3410034,214.1675568,84.77728271,0.91831708,14298.0,0.781466603,0.0
11467.0,448.6830139,192.0872345,77.16972351,0.915752411,11739.0,0.569788814,0.0
13033.0,466.1390076,198.2071075,84.5166626,0.904531956,13234.0,0.769271612,
11661.0,418.0150146,168.9551392,88.93134308,0.85026139,11819.0,0.789291978,
11787.0,434.5140076,181.2904663,83.34933472,0.88804543,11965.0,0.744128764,0.0
12188.0,434.2130127,171.7588959,91.43890381,0.846513152,12529.0,0.62196368,0.0
8652.0,374.4020081,151.8221436,74.14385223,0.872642279,8866.0,0.609124184,
11440.0,425.8160095,170.7209778,87.25543976,0.859521449,11750.0,0.665077627,
9885.0,385.6000061,157.2108917,81.19732666,0.856295228,10042.0,0.628417015,
12292.0,457.2860107,194.8883209,80.99093628,0.909558356,12561.0,0.563827336,
11509.0,435.8670044,178.4244537,83.85386658,0.882683218,11792.0,0.584658384,0.0
14560.0,487.1289978,200.7395172,93.22658539,0.885617316,14867.0,0.67345053,
14622.0,481.6159973,200.0535583,94.38363647,0.881709993,14845.0,0.608945549,0.0
11293.0,424.6239929,178.3634186,81.41404724,0.889748871,11473.0,0.746102035,0.0
14064.0,488.947998,206.9332886,87.47862244,0.906251788,14315.0,0.758576035,0.0
17253.0,536.6939697,223.6270599,98.94525146,0.896789968,17678.0,0.672998905,
14009.0,481.9769897,198.5250854,91.06323242,0.888591766,14455.0,0.684200227,
11012.0,428.2369995,176.3789673,80.69747162,0.889197648,11325.0,0.758715749,
11592.0,428.427002,177.6215057,83.73834991,0.881896734,11764.0,0.75272727,0.0
13880.0,479.6359863,203.0225677,87.37619781,0.902649343,14160.0,0.768251479,0.0
12685.0,468.5960083,199.6599884,82.19838715,0.91132313,13042.0,0.695907414,0.0
12396.0,443.1539917,184.8018341,86.46865845,0.883781731,12546.0,0.587098598,0.0
10962.0,418.6610107,171.6389008,82.79927063,0.875948906,11258.0,0.716470599,
11577.0,418.7600098,168.2886353,89.30425262,0.847584009,11746.0,0.806085527,
14675.0,493.2730103,206.7937164,91.58906555,0.896570683,15039.0,0.566165149,0.0
10725.0,411.6910095,164.6003418,84.29296875,0.858921707,11009.0,0.66614908,0.0
12260.0,453.572998,193.1613312,81.17553711,0.907409608,12508.0,0.574158192,0.0
15556.0,510.5100098,217.1022339,92.77321625,0.904098094,15781.0,0.607418954,0.0
13093.0,470.1000061,197.1970215,85.79728699,0.900389791,13358.0,0.5573861,
11585.0,428.3729858,171.5619812,87.44052124,0.860368192,11939.0,0.608903587,0.0
14385.0,496.9779968,214.2695465,86.03324127,0.915850818,14604.0,0.776266813,0.0
9749.0,398.6820068,162.8812256,77.19672394,0.880554497,9941.0,0.599127352,0.0
13380.0,469.177002,190.813324,91.01315308,0.878916919,13747.0,0.619616568,0.0
13549.0,464.0050049,189.9726563,91.63721466,0.875967264,13772.0,0.73933208,
12646.0,473.8559875,204.0325165,79.89774323,0.920138478,12949.0,0.676039755,
12469.0,446.8410034,191.3866577,83.25487518,0.900426209,12625.0,0.59145242,0.0
14818.0,487.0159912,197.8289795,97.38611603,0.870440125,15261.0,0.632599056,0.0
9630.0,396.8930054,163.8465424,75.77573395,0.88662976,9935.0,0.725150585,
15141.0,505.42099,209.5935974,93.09237671,0.895949185,15559.0,0.566399813,
14734.0,498.7070007,211.0009613,90.11148071,0.904220164,15171.0,0.784599841,
12068.0,450.1459961,187.2999268,83.14625549,0.896066248,12426.0,0.650075436,
15526.0,514.3909912,216.9185791,91.82958221,0.905972481,15936.0,0.580845475,
13697.0,482.3840027,206.7344513,85.18093109,0.911170006,13927.0,0.597079337,0.0
12058.0,433.3900146,175.536026,88.45160675,0.863765299,12283.0,0.686049163,0.0
13803.0,492.0209961,207.049942,87.18410492,0.907024622,14174.0,0.569148958,0.0
12714.0,434.1180115,169.2552185,96.89130402,0.819934905,12993.0,0.741946757,
16513.0,525.9840088,219.2754364,97.95169067,0.894680738,16950.0,0.610146344,0.0
12890.0,462.802002,190.3434753,87.71855927,0.887481391,13227.0,0.585696101,0.0
13404.0,476.2059937,203.3115692,84.62199402,0.909264743,13751.0,0.634659111,
13274.0,471.0539856,197.6121979,86.34553528,0.899488509,13615.0,0.623778224,0.0
13950.0,490.427002,209.6511688,85.35925293,0.913361788,14158.0,0.55029583,0.0
11366.0,431.9360046,179.0712585,81.93755341,0.889173865,11737.0,0.606348336,0.0
11240.0,426.6440125,175.5941162,82.95658875,0.881366193,11427.0,0.606518447,0.0
13338.0,462.5339966,194.2583313,88.38234711,0.890505075,13639.0,0.743105471,
12972.0,467.3800049,194.5290833,86.50667572,0.895680606,13425.0,0.774679005,
11783.0,429.394989,172.8370056,88.30605316,0.859627664,12031.0,0.733914673,0.0
15042.0,504.7200012,214.5212097,90.20870972,0.907287061,15375.0,0.695616007,0.0
9441.0,384.3399963,164.2263794,73.37516785,0.894637465,9566.0,0.7245031,
12802.0,457.6610107,192.062973,85.54149628,0.895340383,13001.0,0.756351173,
11490.0,421.1669922,167.7101135,88.55627441,0.849224627,11793.0,0.755424082,0.0
16505.0,506.8959961,207.3458405,103.244194,0.867215872,16782.0,0.778170645,0.0
14161.0,488.6870117,206.5074615,87.96766663,0.904733479,14428.0,0.593951821,0.0
12152.0,447.9169922,185.2463074,85.78560638,0.886311591,12449.0,0.575378776,0.0
12210.0,453.1239929,189.4207764,83.15539551,0.898487926,12641.0,0.637331665,
9646.0,390.9559937,162.0136719,76.31642151,0.8821069,9815.0,0.675112009,0.0
14999.0,498.5409851,213.5080261,90.10974121,0.906575441,15295.0,0.7987113,
15062.0,492.0650024,198.0274048,99.11066437,0.865742505,15584.0,0.784152448,
12974.0,460.4169922,191.3257751,87.28570557,0.889869571,13310.0,0.677210569,0.0
14570.0,469.9819946,185.4014587,100.8879166,0.838981986,14895.0,0.654537261,
10482.0,402.5209961,164.5421295,82.02778625,0.866877377,10679.0,0.618115366,0.0
12907.0,466.2399902,194.4692688,85.91094971,0.897127688,13268.0,0.635405898,
12878.0,459.6040039,192.1722717,85.95668793,0.894389093,13213.0,0.576248407,
12043.0,444.0580139,179.9172058,86.48320007,0.876894236,12364.0,0.696127176,
9760.0,399.5750122,167.3652191,75.54492188,0.892333031,10012.0,0.613836467,0.0
13824.0,491.6199951,206.3890228,86.85488129,0.907139122,14268.0,0.633866727,
11297.0,416.6799927,165.3592072,88.23674774,0.845732868,11535.0,0.62928921,
9677.0,390.6170044,160.3530579,77.40150452,0.875788927,9913.0,0.765827775,0.0
12408.0,454.3909912,191.8965302,83.03347778,0.901538372,12664.0,0.583905876,0.0
14528.0,475.447998,192.1985626,97.41742706,0.862029433,14795.0,0.629490018,0.0
15398.0,513.0230103,214.0542603,93.68448639,0.899137139,15936.0,0.695043802,
11240.0,438.5130005,186.4797363,77.60256195,0.90929842,11492.0,0.565221786,
11521.0,429.2340088,176.807312,84.10377502,0.879618168,11732.0,0.592949033,
14957.0,505.1170044,213.0456238,90.70896912,0.904830217,15347.0,0.65411526,0.0
14806.0,497.8559875,211.1334991,90.01241302,0.904568017,15114.0,0.651213944,0.0
12366.0,451.8609924,180.86586,89.14078522,0.870111048,12620.0,0.586622417,
10993.0,422.5150146,174.5363617,80.96794891,0.885886014,11179.0,0.664912581,0.0
9843.0,383.1159973,154.9503174,81.35683441,0.851070702,10024.0,0.702268839,0.0
9817.0,407.7460022,170.0886536,74.70610809,0.89838022,10032.0,0.583061099,
12415.0,445.9949951,184.3671875,87.04115295,0.881540895,12719.0,0.657992363,
13316.0,445.0499878,179.4551239,95.0330658,0.848269641,13517.0,0.814135492,
15360.0,515.2979736,220.9217529,89.95549011,0.913346767,15662.0,0.641604006,0.0
13645.0,484.3250122,205.5389709,85.92192841,0.908432186,13972.0,0.547134995,
12723.0,460.8800049,185.7547455,89.16934967,0.877247632,13302.0,0.674996018,
12184.0,437.8389893,180.1070862,87.29169464,0.874699593,12398.0,0.773734689,
11350.0,445.8210144,195.9520874,74.59088135,0.924715579,11544.0,0.584298611,0.0
12800.0,471.3340149,203.559433,81.30859375,0.916761875,13141.0,0.611620784,
9722.0,373.7529907,145.2644653,87.05447388,0.800537527,9839.0,0.819108605,0.0
9961.0,397.9299927,166.0079803,77.44358826,0.884518445,10130.0,0.627978802,
14053.0,497.052002,216.191864,84.159935,0.921117961,14416.0,0.808387041,
9751.0,412.5979919,175.4506378,71.44275665,0.913340867,10034.0,0.714358985,0.0
13615.0,468.0559998,192.8277893,91.15475464,0.881209314,13855.0,0.583633423,0.0
14634.0,493.0270081,208.1361542,90.37943268,0.900800943,14898.0,0.710250437,
12253.0,437.9429932,177.7510529,89.38975525,0.86434871,12595.0,0.614925206,
11963.0,448.4259949,191.0770569,80.81423187,0.906157434,12205.0,0.755908012,0.0
12820.0,467.3529968,197.3374023,83.97206879,0.904946506,13104.0,0.556834459,
10862.0,412.4259949,167.3869476,83.53160095,0.86658299,11050.0,0.672153473,0.0
9967.0,400.2189941,167.2388763,76.96323395,0.887815595,10128.0,0.664643884,
9487.0,394.2799988,165.9357452,73.33003998,0.897055328,9659.0,0.722984314,0.0
15433.0,519.5219727,218.3880157,91.67455292,0.907626688,15887.0,0.779444456,
15460.0,507.0769958,213.5723267,93.55609894,0.898948908,15819.0,0.582209826,0.0
11480.0,432.8240051,174.9624634,85.08846283,0.873778522,11833.0,0.590838909,
10763.0,411.2829895,168.5705872,81.79901886,0.874374986,10963.0,0.767305911,
10309.0,396.5390015,161.2334137,81.93710327,0.861245334,10478.0,0.707549751,0.0
15123.0,518.2579956,226.3814392,85.84078217,0.925320268,15378.0,0.636918783,
12416.0,441.928009,175.2147217,91.56061554,0.852601111,12738.0,0.629167914,0.0
11597.0,433.6820068,180.8438873,82.67797852,0.889374852,11803.0,0.605524242,0.0
15790.0,516.4799805,218.4259033,92.93593597,0.904967666,16197.0,0.750154376,0.0
10148.0,408.2279968,168.7253571,77.14332581,0.889357567,10409.0,0.583251894,
14747.0,494.9419861,209.2059021,90.64753723,0.901252925,15124.0,0.556028962,0.0
13935.0,483.243988,196.7861023,91.71784973,0.884743154,14428.0,0.593231142,
11626.0,420.7890015,168.4697113,89.07519531,0.848789334,11857.0,0.636343718,0.0
13142.0,464.651001,194.7449951,86.58729553,0.895719886,13406.0,0.661332548,0.0
11465.0,434.1350098,180.835083,82.00426483,0.89126879,11727.0,0.650607169,0.0
11678.0,423.6759949,173.4139404,86.46707153,0.86682266,11839.0,0.621104121,
16190.0,529.6610107,224.3868561,93.10742188,0.909848094,16530.0,0.534817636,0.0
13693.0,474.7520142,198.1157532,89.03109741,0.893336058,14050.0,0.597634435,
14456.0,492.9509888,212.4112244,87.36013031,0.911509812,14726.0,0.795028329,0.0
12887.0,468.8330078,197.7632141,83.7241745,0.90596354,13241.0,0.556770086,0.0
10889.0,409.0169983,165.9194641,84.85234833,0.85933876,11123.0,0.804804146,
12326.0,444.0669861,181.0114288,87.66716766,0.874891818,12597.0,0.670802712,0.0
14674.0,497.1029968,208.4364624,91.08699036,0.899460912,15049.0,0.682289481,0.0
11433.0,426.9249878,175.868515,84.19808197,0.877948105,11719.0,0.607524335,
10198.0,400.1950073,166.5941162,78.23194122,0.882881403,10351.0,0.624992311,
13567.0,475.17099,197.2946777,88.91294098,0.892695367,13940.0,0.637696803,0.0
10384.0,416.0429993,176.7415771,75.59287262,0.903919399,10557.0,0.566874087,
12500.0,444.8450012,182.4797974,88.28197479,0.87518388,12734.0,0.669021606,
12454.0,437.4949951,175.8217468,91.22920227,0.854851186,12655.0,0.632246912,0.0
12289.0,451.5759888,189.7253723,83.07782745,0.899031162,12649.0,0.688228071,0.0
10610.0,410.506012,171.1561737,79.3459549,0.88605088,10769.0,0.825103045,0.0
14826.0,514.5319824,219.3729401,86.88575745,0.918222845,15170.0,0.543076932,0.0
12308.0,436.6400146,174.938446,90.61617279,0.85538733,12544.0,0.686523855,
12573.0,461.4660034,192.9033508,84.57207489,0.898771763,12893.0,0.550433397,0.0
12635.0,439.0830078,171.228714,94.81417847,0.832697392,12929.0,0.631118894,0.0
16401.0,521.0770264,213.1025696,99.54189301,0.884200335,16781.0,0.726608217,
10475.0,410.993988,170.8587036,79.55013275,0.885000467,10739.0,0.790924191,0.0
12281.0,442.1109924,177.9575348,89.70896149,0.863643467,12666.0,0.599073172,
10745.0,422.2330017,183.709549,75.03774261,0.912776828,10883.0,0.822300434,
14146.0,481.1860046,202.587204,89.94490051,0.896036148,14495.0,0.603601277,0.0
11027.0,422.3890076,172.8674316,82.66506958,0.878251433,11350.0,0.78183496,0.0
13777.0,480.8359985,197.0058746,90.18474579,0.889067054,14266.0,0.632639945,
12190.0,441.7850037,178.5523834,87.93262482,0.870326459,12478.0,0.650202692,0.0
11270.0,422.6090088,173.2342072,83.3999176,0.876485288,11449.0,0.613901317,0.0
12504.0,445.5870056,182.3785248,88.63295746,0.873967946,12781.0,0.79887557,
9447.0,407.0920105,173.822403,70.0859375,0.915109992,9698.0,0.582500935,
13331.0,461.3089905,193.5599365,88.79623413,0.888563752,13500.0,0.579507887,
15209.0,517.6879883,221.2523956,89.17511749,0.915179253,15653.0,0.635296583,0.0
12193.0,433.9570007,170.4727783,92.65317535,0.839404523,12558.0,0.624673367,0.0
11745.0,426.7659912,179.015274,84.02513885,0.88299942,11904.0,0.685399175,0.0
12692.0,447.7390137,174.8806305,94.16078949,0.842670977,13148.0,0.645706117,
11069.0,419.6380005,170.600174,83.6084671,0.871675014,11333.0,0.659300745,0.0
14589.0,495.9299927,210.2839355,89.42494965,0.905072153,14853.0,0.665101409,0.0
13034.0,474.368988,203.9958496,81.980896,0.915694416,13316.0,0.615740716,
11635.0,436.3340149,179.3974915,84.0184021,0.883550167,11920.0,0.665922642,0.0
10015.0,402.1789856,160.3868256,81.07691193,0.862821579,10338.0,0.694617867,0.0
15710.0,517.0700073,214.7502136,95.24736023,0.896261394,16259.0,0.607595921,0.0
10841.0,410.3320007,167.1149597,84.25271606,0.863610148,11079.0,0.73448509,
10491.0,411.9949951,174.7058105,77.03625488,0.897532403,10658.0,0.767615438,0.0
13053.0,480.9509888,205.9524231,81.65559387,0.918044269,13478.0,0.683582067,
12068.0,457.7390137,196.4420624,79.54393768,0.914350748,12347.0,0.599503219,
10784.0,424.1440125,176.9599609,78.46128082,0.896331608,11091.0,0.636900544,0.0
11573.0,446.9240112,186.3487854,80.14228821,0.902797401,11884.0,0.572240889,
14656.0,494.3110046,206.0200653,91.73097229,0.895404994,15072.0,0.615436316,
11253.0,422.8779907,173.4837341,84.12680817,0.874555051,11556.0,0.752004802,0.0
10982.0,421.4100037,177.8002625,78.93739319,0.896043301,11167.0,0.594071209,0.0
12817.0,460.552002,191.1878815,86.313591,0.892291605,13132.0,0.602330923,0.0
12110.0,458.0759888,192.4991455,81.79428101,0.9052369,12562.0,0.708684444,0.0
8709.0,383.5270081,164.1938934,67.93288422,0.910397053,8873.0,0.767989397,0.0
10863.0,411.6220093,168.2714233,83.16527557,0.869329512,11057.0,0.702833831,
10898.0,414.8110046,170.2353363,82.55313873,0.874549985,11094.0,0.602732122,0.0
11873.0,430.0440063,176.7291412,86.37124634,0.8724401,12086.0,0.604223907,
13568.0,482.4570007,201.8804779,87.07385254,0.902201951,14068.0,0.635801315,
16602.0,528.3530273,224.4154205,95.47276306,0.904991925,16900.0,0.565482497,0.0
12378.0,454.0620117,195.4721375,81.28996277,0.90942651,12570.0,0.556564748,0.0
11285.0,425.7550049,175.4243927,82.9513855,0.881136894,11525.0,0.750282586,
14958.0,505.2569885,216.376297,88.34890747,0.912842691,15235.0,0.708607674,
12489.0,444.0079956,175.3297424,92.48181152,0.849571407,12853.0,0.744234562,0.0
12992.0,458.8940125,183.4208221,92.05143738,0.864949286,13372.0,0.775919735,
13267.0,465.0320129,193.7655945,88.83869934,0.888701916,13543.0,0.664413035,0.0
9753.0,402.57901,170.6141815,73.31348419,0.902970135,10028.0,0.564213812,
10523.0,429.0570068,173.8842621,78.85678864,0.891255498,11003.0,0.586566329,
14897.0,491.1849976,205.7198486,92.87569427,0.89228791,15137.0,0.594453335,0.0
14260.0,501.0409851,208.8331757,88.96315765,0.904722631,14737.0,0.613175094,0.0
10138.0,414.0090027,171.6197357,77.15938568,0.893232465,10425.0,0.566431999,
11992.0,431.1570129,173.3000031,89.58513641,0.85602361,12274.0,0.77019912,
11965.0,455.8179932,196.1618652,78.42881012,0.916595042,12247.0,0.659446657,0.0
10632.0,405.4159851,167.325943,81.34428406,0.873879433,10762.0,0.623175681,
14212.0,484.9460144,205.0032349,89.6155014,0.899392545,14502.0,0.752196491,0.0
12314.0,440.1459961,180.8366547,87.92053986,0.873854458,12587.0,0.804836631,
11933.0,430.8670044,178.9629974,85.46997833,0.878585756,12118.0,0.798087239,0.0
12563.0,457.3630066,183.5114288,88.70046997,0.875426531,12877.0,0.593490183,0.0
10824.0,416.4150085,170.8782196,81.73239899,0.878192246,11046.0,0.590507388,0.0
10241.0,411.946991,167.7476807,79.1055069,0.881826282,10486.0,0.589749515,0.0
12418.0,453.04599,187.8212128,85.17218781,0.891269088,12719.0,0.77997613,0.0
14143.0,481.9079895,199.9907227,91.09355927,0.890241444,14450.0,0.584228337,
11201.0,423.2810059,175.0401611,83.43683624,0.879080951,11386.0,0.592645526,0.0
17948.0,526.9180298,214.0938263,107.54245,0.864684939,18322.0,0.666369617,
11070.0,419.4030151,173.5750427,82.15421295,0.88089776,11266.0,0.600585938,0.0
12792.0,443.7269897,179.1302643,92.19039154,0.85739702,13044.0,0.794188857,0.0
12110.0,421.9549866,164.9659576,94.69145966,0.818851054,12319.0,0.661098361,0.0
11973.0,436.1830139,177.1341705,87.45832062,0.869609237,12197.0,0.59888953,
14333.0,493.8989868,207.5099487,89.44615936,0.902330339,14772.0,0.55979532,
15080.0,500.006012,209.5892792,92.79666138,0.896642745,15614.0,0.732323229,0.0
10685.0,421.0379944,172.4181824,79.99727631,0.885849655,10971.0,0.586314738,
10469.0,402.4509888,159.3994904,84.83900452,0.846592605,10746.0,0.77410531,
10952.0,421.105011,176.8721313,79.62229156,0.892943561,11105.0,0.581007957,0.0
12978.0,465.8500061,199.1293945,83.91191864,0.906877697,13210.0,0.735130847,0.0
11303.0,426.5100098,171.1013184,85.57962036,0.865927696,11623.0,0.64847964,0.0
10788.0,402.3349915,160.8686371,86.55402374,0.842918277,10961.0,0.76234895,
15311.0,507.9949951,215.141449,91.61975098,0.904789925,15690.0,0.704407454,
12085.0,431.2080078,168.8847504,92.54956818,0.836475551,12279.0,0.702575445,
12974.0,469.2730103,197.6331635,84.7321167,0.903430641,13219.0,0.686455011,0.0
10973.0,419.9429932,171.8334351,82.90455627,0.875912249,11239.0,0.704752743,0.0
10665.0,422.3999939,176.8419342,77.75227356,0.898158908,10884.0,0.629872441,
11545.0,431.1159973,174.7368317,85.66143799,0.871592462,11911.0,0.652997732,
12317.0,432.3009949,174.6309204,90.63893127,0.854755163,12506.0,0.638021231,0.0
8968.0,390.4909973,166.476944,69.36820984,0.909051597,9150.0,0.789714694,0.0
14352.0,484.0840149,203.4968567,91.2685318,0.893782377,14656.0,0.56805855,0.0
16606.0,516.3649902,211.5942078,101.7699051,0.876738489,17032.0,0.707119763,0.0
12604.0,452.7250061,182.7168121,89.78499603,0.870940328,12945.0,0.737076044,
12495.0,443.678009,184.9876709,87.13018036,0.882130384,12690.0,0.742600739,
14434.0,488.2869873,201.6492462,92.53371429,0.888495922,14826.0,0.707757175,0.0
11794.0,422.1019897,169.2856598,89.53070831,0.848700643,12026.0,0.76395905,0.0
14379.0,495.151001,212.0209656,87.81466675,0.910195351,14834.0,0.790793598,
12818.0,439.9519958,179.2016907,91.86772156,0.858597755,13005.0,0.625817776,0.0
12349.0,467.6650085,202.6878052,78.67498016,0.921592653,12572.0,0.548162282,0.0
9251.0,375.6090088,151.824173,79.25946808,0.8529163,9431.0,0.62786752,
13983.0,481.6589966,198.3904572,90.49814606,0.88989687,14306.0,0.588015139,
11080.0,429.4179993,175.2158813,82.17780304,0.883193433,11277.0,0.569548666,0.0
9908.0,400.9989929,170.6048737,74.5144043,0.899575174,10075.0,0.58609879,
14723.0,490.7090149,205.4171295,92.49973297,0.892876327,15013.0,0.570194781,
14305.0,491.1610107,207.8712921,88.60971069,0.904595017,14633.0,0.579525173,0.0
11697.0,424.1480103,170.5520935,88.91114807,0.853365123,11939.0,0.627252281,
13637.0,482.5109863,205.1989441,85.42422485,0.90922755,13952.0,0.556612253,0.0
